path,emotion_class,augmented
../mfcc_images/RAVDESS/Actor_03/03-01-01-01-02-01-03.png,2,0
../mfcc_images/RAVDESS/Actor_03/03-01-04-01-02-01-03.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-01-01-02-02-24.png,2,0
../mfcc_images/RAVDESS/Actor_23/03-01-05-02-01-02-23.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-03-01-01-02-22.png,1,0
../mfcc_images/RAVDESS/Actor_11/03-01-01-01-01-01-11.png,2,0
../mfcc_images/RAVDESS/Actor_23/03-01-05-01-02-02-23.png,0,0
../mfcc_images/RAVDESS/Actor_03/03-01-03-01-01-02-03.png,1,0
../mfcc_images/RAVDESS/Actor_04/03-01-03-02-01-02-04.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-03-01-01-01-15.png,1,0
../mfcc_images/RAVDESS/Actor_06/03-01-04-02-01-02-06.png,3,0
../mfcc_images/RAVDESS/Actor_22/03-01-05-01-02-01-22.png,0,0
../mfcc_images/RAVDESS/Actor_16/03-01-04-01-01-01-16.png,3,0
../mfcc_images/RAVDESS/Actor_03/03-01-04-01-01-01-03.png,3,0
../mfcc_images/RAVDESS/Actor_08/03-01-01-01-02-01-08.png,2,0
../mfcc_images/RAVDESS/Actor_21/03-01-01-01-01-02-21.png,2,0
../mfcc_images/RAVDESS/Actor_17/03-01-03-01-02-02-17.png,1,0
../mfcc_images/RAVDESS/Actor_10/03-01-03-01-01-02-10.png,1,0
../mfcc_images/RAVDESS/Actor_21/03-01-05-01-01-02-21.png,0,0
../mfcc_images/RAVDESS/Actor_24/03-01-04-01-02-01-24.png,3,0
../mfcc_images/RAVDESS/Actor_04/03-01-04-01-01-02-04.png,3,0
../mfcc_images/RAVDESS/Actor_03/03-01-05-02-01-01-03.png,0,0
../mfcc_images/RAVDESS/Actor_03/03-01-05-01-02-01-03.png,0,0
../mfcc_images/RAVDESS/Actor_11/03-01-05-02-01-01-11.png,0,0
../mfcc_images/RAVDESS/Actor_20/03-01-01-01-01-02-20.png,2,0
../mfcc_images/RAVDESS/Actor_18/03-01-04-01-01-02-18.png,3,0
../mfcc_images/RAVDESS/Actor_04/03-01-01-01-02-02-04.png,2,0
../mfcc_images/RAVDESS/Actor_18/03-01-05-01-02-01-18.png,0,0
../mfcc_images/RAVDESS/Actor_08/03-01-05-01-02-01-08.png,0,0
../mfcc_images/RAVDESS/Actor_04/03-01-05-01-02-01-04.png,0,0
../mfcc_images/RAVDESS/Actor_18/03-01-04-02-01-02-18.png,3,0
../mfcc_images/RAVDESS/Actor_02/03-01-03-01-02-02-02.png,1,0
../mfcc_images/RAVDESS/Actor_02/03-01-04-01-02-02-02.png,3,0
../mfcc_images/RAVDESS/Actor_20/03-01-04-02-01-02-20.png,3,0
../mfcc_images/RAVDESS/Actor_21/03-01-03-02-02-02-21.png,1,0
../mfcc_images/RAVDESS/Actor_09/03-01-05-01-02-02-09.png,0,0
../mfcc_images/RAVDESS/Actor_10/03-01-04-02-02-01-10.png,3,0
../mfcc_images/RAVDESS/Actor_20/03-01-05-01-02-01-20.png,0,0
../mfcc_images/RAVDESS/Actor_11/03-01-04-02-01-02-11.png,3,0
../mfcc_images/RAVDESS/Actor_19/03-01-04-01-02-02-19.png,3,0
../mfcc_images/RAVDESS/Actor_14/03-01-01-01-01-01-14.png,2,0
../mfcc_images/RAVDESS/Actor_04/03-01-03-01-01-01-04.png,1,0
../mfcc_images/RAVDESS/Actor_13/03-01-03-02-02-02-13.png,1,0
../mfcc_images/RAVDESS/Actor_02/03-01-03-02-02-01-02.png,1,0
../mfcc_images/RAVDESS/Actor_18/03-01-05-01-01-02-18.png,0,0
../mfcc_images/RAVDESS/Actor_20/03-01-05-01-01-01-20.png,0,0
../mfcc_images/RAVDESS/Actor_04/03-01-05-02-02-01-04.png,0,0
../mfcc_images/RAVDESS/Actor_09/03-01-03-01-01-01-09.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-01-01-01-02-15.png,2,0
../mfcc_images/RAVDESS/Actor_01/03-01-01-01-01-02-01.png,2,0
../mfcc_images/RAVDESS/Actor_17/03-01-04-02-01-02-17.png,3,0
../mfcc_images/RAVDESS/Actor_21/03-01-05-02-02-01-21.png,0,0
../mfcc_images/RAVDESS/Actor_15/03-01-01-01-01-01-15.png,2,0
../mfcc_images/RAVDESS/Actor_02/03-01-05-02-02-01-02.png,0,0
../mfcc_images/RAVDESS/Actor_09/03-01-03-02-01-01-09.png,1,0
../mfcc_images/RAVDESS/Actor_08/03-01-01-01-01-01-08.png,2,0
../mfcc_images/RAVDESS/Actor_22/03-01-03-01-02-02-22.png,1,0
../mfcc_images/RAVDESS/Actor_16/03-01-05-01-01-02-16.png,0,0
../mfcc_images/RAVDESS/Actor_21/03-01-01-01-01-01-21.png,2,0
../mfcc_images/RAVDESS/Actor_02/03-01-05-01-01-01-02.png,0,0
../mfcc_images/RAVDESS/Actor_24/03-01-05-02-01-01-24.png,0,0
../mfcc_images/RAVDESS/Actor_13/03-01-03-02-01-02-13.png,1,0
../mfcc_images/RAVDESS/Actor_17/03-01-04-01-02-01-17.png,3,0
../mfcc_images/RAVDESS/Actor_18/03-01-05-01-01-01-18.png,0,0
../mfcc_images/RAVDESS/Actor_12/03-01-05-02-01-01-12.png,0,0
../mfcc_images/RAVDESS/Actor_21/03-01-01-01-02-01-21.png,2,0
../mfcc_images/RAVDESS/Actor_16/03-01-04-02-01-02-16.png,3,0
../mfcc_images/RAVDESS/Actor_08/03-01-03-02-01-02-08.png,1,0
../mfcc_images/RAVDESS/Actor_20/03-01-01-01-01-01-20.png,2,0
../mfcc_images/RAVDESS/Actor_19/03-01-05-02-01-01-19.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-04-01-02-02-22.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-05-02-02-01-05.png,0,0
../mfcc_images/RAVDESS/Actor_23/03-01-03-02-02-01-23.png,1,0
../mfcc_images/RAVDESS/Actor_12/03-01-01-01-01-01-12.png,2,0
../mfcc_images/RAVDESS/Actor_17/03-01-05-02-01-01-17.png,0,0
../mfcc_images/RAVDESS/Actor_03/03-01-05-01-02-02-03.png,0,0
../mfcc_images/RAVDESS/Actor_17/03-01-01-01-02-02-17.png,2,0
../mfcc_images/RAVDESS/Actor_08/03-01-04-02-01-01-08.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-01-01-02-01-24.png,2,0
../mfcc_images/RAVDESS/Actor_01/03-01-04-02-01-01-01.png,3,0
../mfcc_images/RAVDESS/Actor_09/03-01-04-02-02-02-09.png,3,0
../mfcc_images/RAVDESS/Actor_03/03-01-03-01-01-01-03.png,1,0
../mfcc_images/RAVDESS/Actor_16/03-01-05-02-01-02-16.png,0,0
../mfcc_images/RAVDESS/Actor_09/03-01-04-01-01-01-09.png,3,0
../mfcc_images/RAVDESS/Actor_13/03-01-03-02-01-01-13.png,1,0
../mfcc_images/RAVDESS/Actor_09/03-01-04-01-02-01-09.png,3,0
../mfcc_images/RAVDESS/Actor_01/03-01-03-01-01-01-01.png,1,0
../mfcc_images/RAVDESS/Actor_18/03-01-01-01-01-02-18.png,2,0
../mfcc_images/RAVDESS/Actor_13/03-01-05-01-01-02-13.png,0,0
../mfcc_images/RAVDESS/Actor_18/03-01-04-01-01-01-18.png,3,0
../mfcc_images/RAVDESS/Actor_21/03-01-03-02-01-01-21.png,1,0
../mfcc_images/RAVDESS/Actor_06/03-01-05-01-01-02-06.png,0,0
../mfcc_images/RAVDESS/Actor_07/03-01-05-01-01-01-07.png,0,0
../mfcc_images/RAVDESS/Actor_18/03-01-01-01-02-02-18.png,2,0
../mfcc_images/RAVDESS/Actor_05/03-01-05-01-02-01-05.png,0,0
../mfcc_images/RAVDESS/Actor_20/03-01-03-02-02-02-20.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-04-01-02-02-15.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-03-02-01-01-05.png,1,0
../mfcc_images/RAVDESS/Actor_07/03-01-01-01-02-02-07.png,2,0
../mfcc_images/RAVDESS/Actor_24/03-01-01-01-01-02-24.png,2,0
../mfcc_images/RAVDESS/Actor_12/03-01-03-01-01-01-12.png,1,0
../mfcc_images/RAVDESS/Actor_17/03-01-05-01-01-01-17.png,0,0
../mfcc_images/RAVDESS/Actor_14/03-01-05-02-01-01-14.png,0,0
../mfcc_images/RAVDESS/Actor_08/03-01-03-01-01-02-08.png,1,0
../mfcc_images/RAVDESS/Actor_21/03-01-04-02-02-02-21.png,3,0
../mfcc_images/RAVDESS/Actor_16/03-01-04-01-01-02-16.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-03-02-02-01-24.png,1,0
../mfcc_images/RAVDESS/Actor_05/03-01-05-01-02-02-05.png,0,0
../mfcc_images/RAVDESS/Actor_17/03-01-03-01-02-01-17.png,1,0
../mfcc_images/RAVDESS/Actor_17/03-01-05-01-02-01-17.png,0,0
../mfcc_images/RAVDESS/Actor_14/03-01-03-02-01-02-14.png,1,0
../mfcc_images/RAVDESS/Actor_23/03-01-01-01-02-01-23.png,2,0
../mfcc_images/RAVDESS/Actor_13/03-01-01-01-01-01-13.png,2,0
../mfcc_images/RAVDESS/Actor_18/03-01-04-02-02-02-18.png,3,0
../mfcc_images/RAVDESS/Actor_15/03-01-01-01-02-02-15.png,2,0
../mfcc_images/RAVDESS/Actor_06/03-01-03-02-02-02-06.png,1,0
../mfcc_images/RAVDESS/Actor_16/03-01-05-01-01-01-16.png,0,0
../mfcc_images/RAVDESS/Actor_04/03-01-04-01-02-02-04.png,3,0
../mfcc_images/RAVDESS/Actor_19/03-01-03-02-02-02-19.png,1,0
../mfcc_images/RAVDESS/Actor_20/03-01-03-01-02-01-20.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-04-02-01-01-15.png,3,0
../mfcc_images/RAVDESS/Actor_17/03-01-01-01-01-01-17.png,2,0
../mfcc_images/RAVDESS/Actor_23/03-01-04-01-02-01-23.png,3,0
../mfcc_images/RAVDESS/Actor_03/03-01-03-01-02-02-03.png,1,0
../mfcc_images/RAVDESS/Actor_19/03-01-01-01-01-02-19.png,2,0
../mfcc_images/RAVDESS/Actor_12/03-01-01-01-02-01-12.png,2,0
../mfcc_images/RAVDESS/Actor_03/03-01-03-02-02-01-03.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-05-02-01-01-15.png,0,0
../mfcc_images/RAVDESS/Actor_08/03-01-04-01-01-02-08.png,3,0
../mfcc_images/RAVDESS/Actor_01/03-01-05-01-01-02-01.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-01-01-01-02-22.png,2,0
../mfcc_images/RAVDESS/Actor_09/03-01-01-01-02-02-09.png,2,0
../mfcc_images/RAVDESS/Actor_20/03-01-04-01-02-01-20.png,3,0
../mfcc_images/RAVDESS/Actor_11/03-01-01-01-01-02-11.png,2,0
../mfcc_images/RAVDESS/Actor_17/03-01-01-01-02-01-17.png,2,0
../mfcc_images/RAVDESS/Actor_22/03-01-03-02-02-01-22.png,1,0
../mfcc_images/RAVDESS/Actor_06/03-01-04-01-02-01-06.png,3,0
../mfcc_images/RAVDESS/Actor_03/03-01-05-02-01-02-03.png,0,0
../mfcc_images/RAVDESS/Actor_13/03-01-05-02-01-01-13.png,0,0
../mfcc_images/RAVDESS/Actor_06/03-01-05-01-01-01-06.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-05-02-01-01-22.png,0,0
../mfcc_images/RAVDESS/Actor_14/03-01-05-02-02-02-14.png,0,0
../mfcc_images/RAVDESS/Actor_04/03-01-03-02-01-01-04.png,1,0
../mfcc_images/RAVDESS/Actor_01/03-01-01-01-02-02-01.png,2,0
../mfcc_images/RAVDESS/Actor_06/03-01-03-01-01-01-06.png,1,0
../mfcc_images/RAVDESS/Actor_24/03-01-03-01-02-01-24.png,1,0
../mfcc_images/RAVDESS/Actor_12/03-01-01-01-02-02-12.png,2,0
../mfcc_images/RAVDESS/Actor_05/03-01-05-01-01-01-05.png,0,0
../mfcc_images/RAVDESS/Actor_20/03-01-03-02-01-02-20.png,1,0
../mfcc_images/RAVDESS/Actor_07/03-01-05-02-01-01-07.png,0,0
../mfcc_images/RAVDESS/Actor_18/03-01-05-01-02-02-18.png,0,0
../mfcc_images/RAVDESS/Actor_04/03-01-01-01-01-02-04.png,2,0
../mfcc_images/RAVDESS/Actor_11/03-01-03-01-01-01-11.png,1,0
../mfcc_images/RAVDESS/Actor_07/03-01-01-01-01-02-07.png,2,0
../mfcc_images/RAVDESS/Actor_07/03-01-03-01-02-01-07.png,1,0
../mfcc_images/RAVDESS/Actor_09/03-01-05-02-02-01-09.png,0,0
../mfcc_images/RAVDESS/Actor_10/03-01-05-02-02-02-10.png,0,0
../mfcc_images/RAVDESS/Actor_03/03-01-05-01-01-01-03.png,0,0
../mfcc_images/RAVDESS/Actor_01/03-01-04-02-01-02-01.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-04-01-01-02-24.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-04-02-01-01-05.png,3,0
../mfcc_images/RAVDESS/Actor_19/03-01-05-01-01-02-19.png,0,0
../mfcc_images/RAVDESS/Actor_09/03-01-01-01-01-02-09.png,2,0
../mfcc_images/RAVDESS/Actor_20/03-01-04-01-01-02-20.png,3,0
../mfcc_images/RAVDESS/Actor_21/03-01-05-02-02-02-21.png,0,0
../mfcc_images/RAVDESS/Actor_01/03-01-05-02-01-01-01.png,0,0
../mfcc_images/RAVDESS/Actor_02/03-01-01-01-02-02-02.png,2,0
../mfcc_images/RAVDESS/Actor_16/03-01-03-01-02-01-16.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-05-01-02-02-15.png,0,0
../mfcc_images/RAVDESS/Actor_06/03-01-01-01-02-01-06.png,2,0
../mfcc_images/RAVDESS/Actor_09/03-01-01-01-01-01-09.png,2,0
../mfcc_images/RAVDESS/Actor_21/03-01-01-01-02-02-21.png,2,0
../mfcc_images/RAVDESS/Actor_16/03-01-01-01-01-02-16.png,2,0
../mfcc_images/RAVDESS/Actor_06/03-01-05-01-02-01-06.png,0,0
../mfcc_images/RAVDESS/Actor_14/03-01-05-01-01-01-14.png,0,0
../mfcc_images/RAVDESS/Actor_03/03-01-05-02-02-01-03.png,0,0
../mfcc_images/RAVDESS/Actor_04/03-01-04-02-02-01-04.png,3,0
../mfcc_images/RAVDESS/Actor_11/03-01-05-02-02-02-11.png,0,0
../mfcc_images/RAVDESS/Actor_05/03-01-01-01-02-02-05.png,2,0
../mfcc_images/RAVDESS/Actor_23/03-01-04-02-01-02-23.png,3,0
../mfcc_images/RAVDESS/Actor_20/03-01-04-01-01-01-20.png,3,0
../mfcc_images/RAVDESS/Actor_06/03-01-03-02-02-01-06.png,1,0
../mfcc_images/RAVDESS/Actor_14/03-01-04-02-01-01-14.png,3,0
../mfcc_images/RAVDESS/Actor_20/03-01-01-01-02-01-20.png,2,0
../mfcc_images/RAVDESS/Actor_21/03-01-04-01-02-01-21.png,3,0
../mfcc_images/RAVDESS/Actor_02/03-01-01-01-01-01-02.png,2,0
../mfcc_images/RAVDESS/Actor_10/03-01-03-01-02-01-10.png,1,0
../mfcc_images/RAVDESS/Actor_19/03-01-03-01-01-02-19.png,1,0
../mfcc_images/RAVDESS/Actor_24/03-01-05-02-02-01-24.png,0,0
../mfcc_images/RAVDESS/Actor_19/03-01-03-01-02-01-19.png,1,0
../mfcc_images/RAVDESS/Actor_09/03-01-01-01-02-01-09.png,2,0
../mfcc_images/RAVDESS/Actor_12/03-01-03-02-01-02-12.png,1,0
../mfcc_images/RAVDESS/Actor_18/03-01-04-01-02-01-18.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-01-01-01-01-05.png,2,0
../mfcc_images/RAVDESS/Actor_15/03-01-04-01-01-02-15.png,3,0
../mfcc_images/RAVDESS/Actor_17/03-01-01-01-01-02-17.png,2,0
../mfcc_images/RAVDESS/Actor_07/03-01-05-02-02-01-07.png,0,0
../mfcc_images/RAVDESS/Actor_15/03-01-03-01-01-02-15.png,1,0
../mfcc_images/RAVDESS/Actor_23/03-01-01-01-01-02-23.png,2,0
../mfcc_images/RAVDESS/Actor_02/03-01-05-02-01-01-02.png,0,0
../mfcc_images/RAVDESS/Actor_16/03-01-03-01-01-02-16.png,1,0
../mfcc_images/RAVDESS/Actor_17/03-01-05-02-01-02-17.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-03-02-02-02-22.png,1,0
../mfcc_images/RAVDESS/Actor_02/03-01-03-02-02-02-02.png,1,0
../mfcc_images/RAVDESS/Actor_12/03-01-03-01-02-01-12.png,1,0
../mfcc_images/RAVDESS/Actor_20/03-01-01-01-02-02-20.png,2,0
../mfcc_images/RAVDESS/Actor_09/03-01-04-01-01-02-09.png,3,0
../mfcc_images/RAVDESS/Actor_08/03-01-03-02-02-02-08.png,1,0
../mfcc_images/RAVDESS/Actor_07/03-01-03-01-02-02-07.png,1,0
../mfcc_images/RAVDESS/Actor_11/03-01-03-01-01-02-11.png,1,0
../mfcc_images/RAVDESS/Actor_07/03-01-03-01-01-02-07.png,1,0
../mfcc_images/RAVDESS/Actor_07/03-01-04-01-02-01-07.png,3,0
../mfcc_images/RAVDESS/Actor_03/03-01-01-01-01-01-03.png,2,0
../mfcc_images/RAVDESS/Actor_20/03-01-04-02-02-01-20.png,3,0
../mfcc_images/RAVDESS/Actor_16/03-01-04-01-02-02-16.png,3,0
../mfcc_images/RAVDESS/Actor_15/03-01-03-01-02-01-15.png,1,0
../mfcc_images/RAVDESS/Actor_14/03-01-03-02-02-01-14.png,1,0
../mfcc_images/RAVDESS/Actor_16/03-01-04-02-02-01-16.png,3,0
../mfcc_images/RAVDESS/Actor_12/03-01-03-02-02-01-12.png,1,0
../mfcc_images/RAVDESS/Actor_04/03-01-01-01-01-01-04.png,2,0
../mfcc_images/RAVDESS/Actor_07/03-01-04-02-01-01-07.png,3,0
../mfcc_images/RAVDESS/Actor_04/03-01-04-02-01-01-04.png,3,0
../mfcc_images/RAVDESS/Actor_06/03-01-05-02-01-02-06.png,0,0
../mfcc_images/RAVDESS/Actor_03/03-01-01-01-02-02-03.png,2,0
../mfcc_images/RAVDESS/Actor_08/03-01-01-01-01-02-08.png,2,0
../mfcc_images/RAVDESS/Actor_12/03-01-04-02-02-02-12.png,3,0
../mfcc_images/RAVDESS/Actor_08/03-01-03-01-02-01-08.png,1,0
../mfcc_images/RAVDESS/Actor_05/03-01-04-01-01-02-05.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-01-01-01-02-05.png,2,0
../mfcc_images/RAVDESS/Actor_04/03-01-05-01-01-01-04.png,0,0
../mfcc_images/RAVDESS/Actor_08/03-01-04-02-01-02-08.png,3,0
../mfcc_images/RAVDESS/Actor_15/03-01-05-02-01-02-15.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-01-01-01-01-22.png,2,0
../mfcc_images/RAVDESS/Actor_16/03-01-03-02-01-02-16.png,1,0
../mfcc_images/RAVDESS/Actor_23/03-01-05-01-01-02-23.png,0,0
../mfcc_images/RAVDESS/Actor_23/03-01-04-01-01-02-23.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-03-02-01-02-24.png,1,0
../mfcc_images/RAVDESS/Actor_01/03-01-01-01-02-01-01.png,2,0
../mfcc_images/RAVDESS/Actor_07/03-01-01-01-02-01-07.png,2,0
../mfcc_images/RAVDESS/Actor_10/03-01-01-01-02-02-10.png,2,0
../mfcc_images/RAVDESS/Actor_10/03-01-04-01-01-02-10.png,3,0
../mfcc_images/RAVDESS/Actor_12/03-01-01-01-01-02-12.png,2,0
../mfcc_images/RAVDESS/Actor_20/03-01-05-02-02-01-20.png,0,0
../mfcc_images/RAVDESS/Actor_19/03-01-03-01-01-01-19.png,1,0
../mfcc_images/RAVDESS/Actor_06/03-01-03-01-02-01-06.png,1,0
../mfcc_images/RAVDESS/Actor_11/03-01-01-01-02-01-11.png,2,0
../mfcc_images/RAVDESS/Actor_17/03-01-05-01-02-02-17.png,0,0
../mfcc_images/RAVDESS/Actor_24/03-01-05-01-02-01-24.png,0,0
../mfcc_images/RAVDESS/Actor_20/03-01-05-02-01-02-20.png,0,0
../mfcc_images/RAVDESS/Actor_23/03-01-01-01-01-01-23.png,2,0
../mfcc_images/RAVDESS/Actor_10/03-01-01-01-01-02-10.png,2,0
../mfcc_images/RAVDESS/Actor_22/03-01-05-01-02-02-22.png,0,0
../mfcc_images/RAVDESS/Actor_14/03-01-01-01-01-02-14.png,2,0
../mfcc_images/RAVDESS/Actor_11/03-01-04-01-01-02-11.png,3,0
../mfcc_images/RAVDESS/Actor_10/03-01-01-01-01-01-10.png,2,0
../mfcc_images/RAVDESS/Actor_09/03-01-04-02-01-02-09.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-03-01-01-02-05.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-04-01-02-01-15.png,3,0
../mfcc_images/RAVDESS/Actor_11/03-01-05-02-01-02-11.png,0,0
../mfcc_images/RAVDESS/Actor_18/03-01-03-02-02-02-18.png,1,0
../mfcc_images/RAVDESS/Actor_23/03-01-03-02-01-01-23.png,1,0
../mfcc_images/RAVDESS/Actor_18/03-01-03-01-02-01-18.png,1,0
../mfcc_images/RAVDESS/Actor_18/03-01-04-02-02-01-18.png,3,0
../mfcc_images/RAVDESS/Actor_02/03-01-01-01-01-02-02.png,2,0
../mfcc_images/RAVDESS/Actor_21/03-01-05-02-01-02-21.png,0,0
../mfcc_images/RAVDESS/Actor_17/03-01-03-02-02-01-17.png,1,0
../mfcc_images/RAVDESS/Actor_16/03-01-04-02-01-01-16.png,3,0
../mfcc_images/RAVDESS/Actor_23/03-01-04-01-02-02-23.png,3,0
../mfcc_images/RAVDESS/Actor_01/03-01-01-01-01-01-01.png,2,0
../mfcc_images/RAVDESS/Actor_16/03-01-01-01-02-01-16.png,2,0
../mfcc_images/RAVDESS/Actor_12/03-01-04-01-02-02-12.png,3,0
../mfcc_images/RAVDESS/Actor_12/03-01-03-01-02-02-12.png,1,0
../mfcc_images/RAVDESS/Actor_23/03-01-04-01-01-01-23.png,3,0
../mfcc_images/RAVDESS/Actor_07/03-01-01-01-01-01-07.png,2,0
../mfcc_images/RAVDESS/Actor_08/03-01-03-01-01-01-08.png,1,0
../mfcc_images/RAVDESS/Actor_01/03-01-04-01-02-01-01.png,3,0
../mfcc_images/RAVDESS/Actor_15/03-01-05-02-02-01-15.png,0,0
../mfcc_images/RAVDESS/Actor_06/03-01-01-01-01-02-06.png,2,0
../mfcc_images/RAVDESS/Actor_15/03-01-03-02-01-02-15.png,1,0
../mfcc_images/RAVDESS/Actor_09/03-01-03-02-01-02-09.png,1,0
../mfcc_images/RAVDESS/Actor_21/03-01-04-02-01-01-21.png,3,0
../mfcc_images/RAVDESS/Actor_10/03-01-04-02-01-02-10.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-05-01-01-02-24.png,0,0
../mfcc_images/RAVDESS/Actor_06/03-01-01-01-01-01-06.png,2,0
../mfcc_images/RAVDESS/Actor_01/03-01-05-01-02-02-01.png,0,0
../mfcc_images/RAVDESS/Actor_21/03-01-03-02-01-02-21.png,1,0
../mfcc_images/RAVDESS/Actor_14/03-01-05-01-01-02-14.png,0,0
../mfcc_images/RAVDESS/Actor_22/03-01-01-01-02-02-22.png,2,0
../mfcc_images/RAVDESS/Actor_19/03-01-03-02-01-01-19.png,1,0
../mfcc_images/RAVDESS/Actor_04/03-01-01-01-02-01-04.png,2,0
../mfcc_images/RAVDESS/Actor_22/03-01-04-02-02-01-22.png,3,0
../mfcc_images/RAVDESS/Actor_09/03-01-04-02-01-01-09.png,3,0
../mfcc_images/RAVDESS/Actor_13/03-01-04-02-02-02-13.png,3,0
../mfcc_images/RAVDESS/Actor_19/03-01-04-01-01-01-19.png,3,0
../mfcc_images/RAVDESS/Actor_12/03-01-03-01-01-02-12.png,1,0
../mfcc_images/RAVDESS/Actor_02/03-01-05-01-01-02-02.png,0,0
../mfcc_images/RAVDESS/Actor_18/03-01-01-01-02-01-18.png,2,0
../mfcc_images/RAVDESS/Actor_16/03-01-03-02-01-01-16.png,1,0
../mfcc_images/RAVDESS/Actor_02/03-01-04-02-01-02-02.png,3,0
../mfcc_images/RAVDESS/Actor_05/03-01-01-01-02-01-05.png,2,0
../mfcc_images/RAVDESS/Actor_19/03-01-04-02-02-02-19.png,3,0
../mfcc_images/RAVDESS/Actor_15/03-01-04-02-02-01-15.png,3,0
../mfcc_images/RAVDESS/Actor_15/03-01-03-02-02-02-15.png,1,0
../mfcc_images/RAVDESS/Actor_15/03-01-04-02-02-02-15.png,3,0
../mfcc_images/RAVDESS/Actor_19/03-01-01-01-01-01-19.png,2,0
../mfcc_images/RAVDESS/Actor_13/03-01-04-01-01-01-13.png,3,0
../mfcc_images/RAVDESS/Actor_13/03-01-01-01-01-02-13.png,2,0
../mfcc_images/RAVDESS/Actor_09/03-01-05-02-01-02-09.png,0,0
../mfcc_images/RAVDESS/Actor_10/03-01-04-01-02-01-10.png,3,0
../mfcc_images/RAVDESS/Actor_24/03-01-04-01-02-02-24.png,3,0
../mfcc_images/RAVDESS/Actor_07/03-01-03-02-02-02-07.png,1,0
../mfcc_images/RAVDESS/Actor_24/03-01-01-01-01-01-24.png,2,0
../mfcc_images/RAVDESS/Actor_05/03-01-03-02-02-01-05.png,1,0
../mfcc_images/RAVDESS/Actor_05/03-01-05-02-01-02-05.png,0,0
../mfcc_images/RAVDESS/Actor_15/03-01-01-01-02-01-15.png,2,0
